sigma_e   rw        r         Tu        Tl        L         Kw        
2.03226   0.141846  1.63791   111122    83.6019   1417.89   12127.4   
2.14709   0.161885  3640.05   69450.8   76.6279   1444.59   11963.4   
1.92942   0.155336  31193.2   105043    107.796   1177.37   12726.9   
1.9436    0.164384  1011.79   112967    82.5541   1651.71   9647.06   
2.14219   0.172306  1595      81803.7   91.7617   1573.84   12048.7   
1.93747   0.159476  30211.9   106391    109.848   1660.73   11807.3   
1.9684    0.15246   2.03067   90655.7   96.1267   1302.04   10011     
1.8358    0.154239  30.471    83327.8   62.7596   1622      10558.3   
1.94692   0.147608  274.118   91865.1   101.722   1354.52   11616.7   
1.96228   0.15584   7.76361   110676    110.687   1258.07   12217.2   
2.01615   0.162635  3.22632   73267.9   103.165   1438.71   10742.5   
2.12823   0.147709  12652.2   79546.4   82.2472   1531.38   10141.9   
1.98487   0.150632  630.319   90444.7   106.304   1151.06   12686.7   
2.15431   0.158567  111.438   113794    69.992    1243.36   10761.1   
2.08726   0.137168  15.0134   92277.5   114.704   1280.82   10402.5   
1.96488   0.161701  2162.87   69799.5   76.7592   1158.69   12869.4   
2.08379   0.170955  521.266   73314.5   102.503   1636.59   11293.4   
2.04807   0.132384  0.428001  100901    102.741   1440.99   11531.4   
1.96143   0.166501  47.1568   94578.7   69.9314   1389.14   10703.3   
1.95798   0.183788  16386.8   77553     84.7236   1379.81   10103.7   
1.95149   0.16147   21781     104115    95.5419   1568.61   11340.7   
1.98482   0.139347  370.543   75328.9   69.7552   1556.25   9656.51   
2.03648   0.167963  3506.6    83353.9   105.239   1259.67   11403.1   
1.92256   0.170109  14.0361   68910.9   68.4398   1445.5    10492.2   
2.22945   0.160731  1.50435   94846.2   100.721   1128.81   10138.3   
1.88605   0.173384  25.0456   85324.9   68.4408   1132.95   12548.3   
1.98258   0.143246  19.219    90486.2   76.3193   1271.98   11144.6   
1.84933   0.165182  137.23    108887    95.9581   1378.94   11831.2   
1.86971   0.137446  804.297   111557    104.853   1189.17   10810.7   
1.91128   0.170043  39291.9   110619    88.9116   1396.2    9636.25   
2.33788   0.156193  109.382   98351.7   91.3545   1173.35   11297     
1.99258   0.155934  729.198   88010.7   68.1868   1416.92   12152     
2.01753   0.143427  23.7472   96665.8   105.859   1523.71   10080.1   
1.9653    0.153094  431.323   106469    101.616   1264.65   11038.7   
2.00322   0.148848  4482.11   92158.2   81.1897   1429.81   11025.7   
2.04303   0.157003  7284.99   109864    80.918    1381.79   9872.75   
2.11897   0.155232  27435.4   71183.8   113.633   1626.94   11105.9   
1.87898   0.138508  31.6309   76509.1   99.6596   1337.59   12865.4   
2.06638   0.182468  26144     104890    115.397   1197.24   9658.43   
2.16197   0.136345  5285.1    63644.2   96.3082   1568.17   12261.6   
1.97995   0.157365  1439.6    111149    96.9941   1296.28   10309.2   
2.04988   0.157542  15.7421   65764.5   93.7749   1581.08   10356.7   
2.10523   0.154008  102.353   70920.2   115.53    1170.22   12781.8   
2.08054   0.182696  7.4537    99540.5   99.2541   1294.37   12496.5   
2.09787   0.157637  3.01555   71916     66.4558   1429.54   10987.8   
2.10926   0.168917  1832.49   82103.6   113.32    1582.98   11802.8   
2.05434   0.18318   59.7794   98328.6   114.164   1602.14   9724.19   
1.88505   0.160943  6.62552   106912    84.8825   1291.15   12026.2   
2.03511   0.161705  25505.1   94681.9   65.3304   1619.04   11536.4   
1.95689   0.158094  37.5399   75778.2   72.9031   1384.78   10201.4   
2.01371   0.170134  76.3369   112440    110.276   1653.08   12781.9   
1.85123   0.167134  1485.37   75017.5   109.607   1322.13   10587.6   
2.01354   0.141373  18.2066   94179     113.152   1590.11   10020.1   
2.116     0.159957  345.761   74305.8   76.6407   1485.73   11323.8   
2.05882   0.144244  1.81709   85934.3   78.4973   1537.25   9523.49   
2.00464   0.152938  573.53    90243     78.8957   1664.18   12630.8   
2.18305   0.15674   32.5497   81830.6   112.681   1509.47   12644.5   
1.96805   0.149184  1.48277   68425.1   72.6592   1607.13   11850.6   
1.98791   0.16225   2934.78   112851    84.2705   1625.35   10275.9   
1.96285   0.145957  180.977   94688.9   92.5292   1481.76   10213.5   
2.04224   0.163687  24557.1   114533    68.2708   1172.19   9764.37   
2.0772    0.15582   126.856   72279.1   104.006   1306.42   10357.1   
2.07326   0.147727  3.92761   88445     91.9487   1565.68   9653.68   
2.05926   0.149198  1.95781   76324.7   102.986   1333.31   10268.1   
1.98872   0.143167  424.91    101769    96.8184   1663.02   10064.5   
2.4203    0.163822  374.102   86776.3   102.659   1126.41   9985.94   
2.1362    0.161553  1564.1    100727    81.5615   1599.3    12586.3   
2.17925   0.158155  55.0166   100764    87.8452   1601.52   10799.2   
1.99956   0.154159  13649     65799.1   76.3322   1199.3    10617.3   
2.24442   0.157189  8148.07   104376    101.325   1442.24   11434     
2.09375   0.155462  0.98363   104928    89.5475   1386.42   11260.1   
2.10789   0.150731  18965.6   112034    80.0081   1460.63   11759.2   
2.11197   0.167     6847.09   94534.6   115.446   1164.47   10852.3   
1.87482   0.149596  1944.58   87482.9   83.4825   1268.4    11674.8   
2.13956   0.154405  22.5468   82873.2   82.0888   1586.66   10503.3   
2.0802    0.155725  3737.7    102481    84.8532   1588.03   12592.4   
2.11354   0.165803  4.62985   103953    105.158   1496.26   10153.7   
2.03659   0.164752  3.01805   71453.3   107.61    1283.4    12936.4   
1.85034   0.16714   1654.02   90212.2   113.68    1544.41   9818.13   
2.11652   0.154193  24407.4   71468.2   87.1033   1309.25   10141.5   
2.33852   0.15857   33.1269   112186    69.0191   1494.82   10918.1   
2.22476   0.152007  17.1963   89087.2   76.7611   1184.5    11144     
2.11402   0.177911  12.375    96286.2   93.1814   1204.46   10861.7   
2.35397   0.176309  18.1023   113810    94.7006   1439.72   11897.2   
2.05264   0.163991  140.999   99524.1   66.3504   1175.59   12969     
2.11314   0.143269  511.006   86197     107.44    1573.63   9847.27   
2.00224   0.152556  90.0984   97827.5   114.806   1535.08   9748.85   
1.89706   0.153863  12.844    67948.5   66.4878   1603.25   11540.4   
2.13464   0.152496  1992.58   64441.3   78.733    1186.28   11593.5   
1.99724   0.142862  27445.3   81956.6   104.839   1177.05   10312.6   
2.02348   0.163871  1071      114463    110.776   1508.93   9968.46   
2.25514   0.174777  3.17364   69333.5   89.7826   1597.27   12344.1   
1.97183   0.152827  2434.01   65019.3   114.79    1451.7    9536.85   
2.03456   0.173663  58.2516   73404     108.788   1213.73   10366.9   
1.90847   0.170405  1056.16   114929    72.175    1260.1    10148.2   
2.08987   0.174899  40.064    68249.1   110.172   1438.74   11727.8   
1.92593   0.131784  10872.2   70913.5   89.0088   1197.6    12087.2   
1.92096   0.155578  0.928722  76029.6   82.0909   1584.26   12211.9   
2.03449   0.160983  3.31663   86661.2   69.7513   1458.9    10376.6   
1.96091   0.162854  5223.1    78850.3   77.5197   1175.6    9657.55   
2.03459   0.149074  111.353   98867.2   67.6995   1448.51   11168.2   
1.91604   0.134027  1.85802   107365    83.3394   1566.33   10994.2   
2.01499   0.155029  0.428992  70612.6   99.2093   1437.54   9509.04   
1.97746   0.181852  3164.09   107928    72.8559   1463.87   10815.5   
1.99983   0.158622  4.00077   102635    77.6937   1442.08   12484.7   
2.04228   0.148818  6.77252   67337.1   76.3436   1656.06   10355.5   
1.88026   0.155549  12.5462   73327.8   99.2774   1293.24   11907.9   
2.07374   0.173032  3554.22   75892.3   66.2107   1132.43   12928.7   
2.11869   0.154284  2898.31   82598.3   93.4144   1509.85   10822.7   
2.07721   0.159769  12.6345   80329.3   113.497   1626.5    12671     
1.97114   0.159372  333.274   81884.3   97.1904   1655.96   10555.5   
2.03181   0.162773  780.831   76588.7   82.1503   1378.23   10915.5   
2.1535    0.173871  104.025   83316.3   90.6912   1618.47   11177.5   
2.196     0.142493  3255.84   69839.6   97.2482   1500.25   9951.16   
2.26017   0.169589  41246.8   109899    84.3613   1490.39   10208.2   
2.1497    0.165873  1540.97   94448     87.0119   1587.41   12195.9   
2.06344   0.141531  3247.89   98980.2   112.719   1409.37   9646.23   
2.23036   0.150079  2515.2    115336    80.5892   1199.68   12039.3   
2.05818   0.142679  32.7924   81455.2   79.9361   1410.22   12976.9   
2.11843   0.15388   1570.53   111109    62.4908   1208.12   12093.5   
2.02445   0.151729  3.02545   94580.1   72.433    1309.8    9882.56   
1.96631   0.165696  1.81322   104279    107.386   1387.04   11202.6   
1.81763   0.155574  1479.97   87456.9   70.7025   1586.41   10448.4   
1.992     0.16989   110.709   109468    74.9411   1373.27   12211.9   
2.0805    0.156869  984.23    112528    76.7679   1162.95   11487.3   
2.21352   0.137551  5.25309   68360     66.9195   1295.67   10172.6   
2.23265   0.152918  1.13371   77882.5   102.422   1334.39   10903.3   
1.99537   0.136466  472.606   96038.7   101.066   1576.02   11973.7   
1.99409   0.164406  11.1026   88162.2   94.739    1399.45   9564.07   
2.1957    0.181022  5.665     93225.1   87.001    1343.56   10830.2   
2.01842   0.167705  9274.02   94308.5   92.7604   1533.24   10409.5   
2.04921   0.152598  5673.28   78864.1   72.8269   1409.07   10429     
1.89977   0.167204  3106.64   83784.1   88.014    1330.9    12761.2   
1.7976    0.173779  27.5997   70144.5   65.4303   1220.79   10816.6   
2.10026   0.148721  9.17133   105295    82.6633   1382.56   11577.2   
2.07794   0.153205  13.2501   104334    64.7114   1615.43   12668     
2.03659   0.155533  2754.74   106689    68.7298   1611.67   9882.08   
1.93174   0.133333  0.982242  68918     110.165   1571.99   11723.2   
1.96516   0.150726  33.0468   113529    101.294   1477.48   10591.3   
1.91977   0.175064  4.25252   64858.3   104.054   1335.83   9945.46   
2.08355   0.136365  3701.18   67109.8   64.1581   1122.33   10970.7   
1.95989   0.173244  347.617   112573    67.95     1286.65   9553.04   
1.89329   0.168679  0.803738  99727.1   91.0108   1617.46   11620.3   
2.02583   0.140617  22241.7   99358.4   86.5754   1283.5    10896.7   
1.94478   0.18273   11.6634   74510.5   93.361    1175.51   11924.1   
2.18421   0.148433  1.08412   100756    85.0291   1156.11   11639.4   
2.04968   0.16575   6.61813   78230.7   106.148   1492.56   12300.6   
1.98638   0.143518  33609.5   112029    65.8675   1281.75   12502.2   
2.10238   0.165442  7835.49   69154.4   105.84    1569.46   9644.54   
1.93629   0.169527  1503.4    111743    83.1596   1656.29   11404.7   
2.01025   0.146855  7786.04   90555.1   109.55    1468.58   9931.33   
1.88659   0.152318  1201.24   92047.5   115.562   1516.81   12544     
2.08235   0.139297  4496.35   111658    80.1545   1269.1    11149.7   
2.02311   0.15534   42749.1   106994    103.412   1347.17   12568     
1.95271   0.142199  275.454   107334    79.2406   1374.86   11931.3   
2.10042   0.140811  13.856    69099.8   65.0841   1443.35   11315.5   
1.93805   0.146844  2563.66   94166.5   67.7874   1258.7    12213.8   
2.0082    0.154907  5.27593   96902.9   66.8232   1611.28   12752.4   
2.1877    0.164022  28094.2   63990.7   82.7384   1301.58   11219.8   
2.06772   0.157907  0.916337  84497.5   86.8314   1461.33   9542.6    
1.90372   0.182952  3587.23   67055.8   63.1067   1677.19   10219.4   
2.00463   0.153252  53.8412   86482.4   74.2278   1449.28   11749.9   
2.1204    0.162487  12934.9   66501.3   85.832    1623.12   10790.3   
2.25022   0.148712  4.53629   103585    69.7685   1162.05   12044     
2.17519   0.138159  58385.6   70208.1   64.0118   1576.05   10357.8   
2.16798   0.149318  347.765   97176.6   68.3758   1166.14   11756.1   
2.16093   0.169045  461.534   108219    66.3897   1623.97   11253.5   
1.97152   0.181954  29.0889   77568.7   80.0366   1142.66   10073.8   
2.00579   0.13711   5.80931   104260    69.6897   1566.48   10034.5   
2.08471   0.162908  1.70067   93727.7   80.7558   1547.9    10421.3   
1.96038   0.165029  1.50625   79080.1   67.0369   1491.36   11109.8   
2.05869   0.17355   802.124   94518.3   78.4114   1443.78   10414.5   
2.15733   0.148985  19.4603   89235.7   65.5834   1180.99   12931.5   
2.38785   0.149605  37112.1   105122    101.635   1510.11   11001.8   
1.99635   0.147072  55950.2   91897.9   65.2905   1226.27   10953.9   
1.95714   0.131489  1764.59   65015     70.4429   1377.92   10200.9   
1.96262   0.172634  27.1787   107256    99.0381   1176.92   11777.6   
1.92431   0.144074  1310.81   99806.9   93.8846   1363.59   10483.8   
2.09435   0.162554  3863.53   93702.8   69.8491   1262.24   12501.6   
1.91983   0.139293  102.627   114206    68.3311   1252      10438.3   
2.25272   0.151272  2.05875   67600.3   73.9404   1608.46   10034.6   
2.00601   0.147436  965.382   114208    69.9287   1381.18   12146.1   
2.23489   0.133285  2.72009   65049.7   92.7326   1383.98   9859.04   
2.27315   0.169674  1.66083   104386    101.989   1133.21   9965.87   
2.00541   0.147604  43.0843   94357.7   102.25    1249.83   10917.6   
2.02286   0.162458  0.851955  93197.7   72.5831   1474.85   12286.9   
2.10693   0.169549  54.4644   68803.6   96.4437   1277.46   11429.9   
1.90571   0.162427  2191.36   74255.1   64.4669   1328.3    12808.1   
1.92181   0.16734   0.507776  103869    91.7228   1476.91   12248.3   
1.94846   0.157204  110.903   80915.5   99.8957   1525.98   10670.8   
1.98703   0.164497  1090.53   92986.1   79.1386   1313.13   10487     
2.11664   0.164759  56798.2   81543.1   88.4925   1132.06   11253.2   
2.05989   0.159938  50.397    85881.6   82.2355   1273.35   11788.2   
2.00905   0.167798  462.341   111649    78.7389   1364.92   11079.1   
2.00189   0.146971  13.4839   78830.1   114.119   1179.61   11930.7   
2.09466   0.152629  0.463735  113243    93.6694   1339.15   10144.9   
2.09373   0.160455  14756.2   70059.5   74.6757   1661.67   9686.95   
2.04844   0.154752  71.9554   67734     98.615    1576.3    11748.7   
2.17708   0.153003  6.27766   63668.7   95.0513   1545.14   9722.21   
2.02232   0.184643  1041.48   70971     92.0515   1480.33   11644.5   
2.09409   0.14795   97.9843   65470.5   107.643   1611.24   10637.6   
2.18058   0.163572  5863.21   104104    68.5871   1159.48   9694.88   
2.03741   0.175459  1.37496   111866    70.1252   1376.29   11073.9   
1.94627   0.15256   10.4663   106105    111.111   1268.36   9803.51   
2.01031   0.166761  1064.64   96303.7   93.7253   1138.73   12451.7   
2.04501   0.160115  46801.8   76822     105.404   1672.87   11278.7   
1.85952   0.166118  511.853   68063.2   85.7181   1625.88   10259.6   
2.09729   0.141416  13776.9   85123.7   108.286   1170.76   11730.7   
2.01616   0.167006  1.09209   63265.9   110.795   1378.98   11991.5   
2.03593   0.135269  0.9662    86571.6   66.0446   1627.85   11032.2   
1.91093   0.169867  322.464   89572     85.7307   1261.02   12690.6   
1.93354   0.17764   0.970825  110965    108.507   1428.75   10579.3   
1.94294   0.142178  1.8285    99112.6   113.093   1620.89   11594.5   
2.22907   0.17409   223.278   98969.1   76.407    1598.34   11180.7   
2.00411   0.153394  0.951194  65682.3   78.8667   1200.04   11391.6   
2.05755   0.158448  1.89271   101536    112.704   1373.09   12174.3   
2.01224   0.131537  544.469   62810     110.648   1275.23   12474.6   
2.16506   0.160013  8.65564   101043    106.49    1666.35   12348.6   
2.27288   0.171967  407.528   94801     106.41    1450.77   11447.1   
2.23901   0.166512  13831.5   87188.9   81.5412   1122.87   10163.6   
2.12234   0.169832  85.0726   99338.9   95.0882   1293.25   10613.6   
2.02398   0.156457  1311.94   77710.6   65.8492   1507.09   10961.9   
1.95163   0.155459  351.554   107080    83.0449   1434.77   12599.2   
2.0167    0.153078  0.749821  81790.1   78.1841   1639.87   12906.2   
1.92903   0.17217   21.1858   111037    99.1619   1547.09   11255.6   
1.99361   0.146149  6.91221   90075.3   70.9319   1621.16   11053.8   
2.11383   0.140796  23573.9   113520    86.3656   1589.75   11913.7   
2.10141   0.166556  1128.35   109175    106.634   1332.81   10922.1   
1.9535    0.14763   12486.1   84260.5   96.9073   1320.16   10268.6   
1.97372   0.15791   14237.6   73414.5   72.2063   1299.71   12886.9   
1.8347    0.153685  31.1346   86133.5   65.4371   1595.56   12927.2   
2.14123   0.160326  509.826   68273.9   68.9684   1510.51   11863.4   
1.96533   0.181145  2.41572   68404.1   115       1570.89   10036.5   
2.00789   0.162817  40183.3   113784    65.6119   1557.1    11515.8   
1.99334   0.175469  5.10671   91156.9   105.636   1463.13   12559.3   
1.98165   0.165604  105.045   92140.2   106.854   1614.21   10913     
1.8701    0.141404  225.631   96995.6   64.7859   1175.43   11735.6   
1.90849   0.169247  14.1461   106049    65.2974   1622.95   11847.9   
1.80381   0.166587  8.05293   113417    62.4752   1298.94   11831.8   
2.21378   0.168744  261.309   76591.7   92.1422   1587.09   10942.9   
2.08425   0.14592   10321.3   73624     68.7477   1205.77   10701.7   
1.97402   0.172359  12257.1   90835.8   88.7487   1319.47   11664     
1.92469   0.170396  6.88242   74243.9   76.6373   1308.87   9768.53   
2.06168   0.150949  11442.7   111876    70.309    1182.84   11863.1   
1.84312   0.147384  13459.1   83251.5   87.8185   1477.15   12946.6   
2.13052   0.148271  182.66    110982    71.0009   1463.51   10792.6   
2.00116   0.175185  1539.03   100200    63.0893   1210.69   10196.4   
2.02998   0.151     2.7239    69503     100.597   1625.9    12689.2   
2.21145   0.152578  586.147   64566.8   85.3935   1493.71   10975.5   
2.00447   0.157687  40858.7   100484    110.285   1278.17   12534.2   
2.30491   0.143591  311.729   108617    90.2206   1633.06   9816.01   
2.01589   0.169281  159.433   103780    75.4403   1561.73   9960.79   
2.13039   0.144989  554.256   83352.1   72.4079   1309.37   10071.4   
2.0656    0.184397  0.615506  87032.2   110.503   1467.17   12109.2   
1.91491   0.138909  1.11465   67939.1   64.9979   1180.55   10312.3   
2.10763   0.148505  46.5945   67127.4   87.8135   1567.94   12259.7   
1.84594   0.168748  17946.5   90467.7   100.32    1484.17   11351.9   
1.86897   0.150107  0.957209  94587.2   68.7665   1560.53   11294.9   
1.95131   0.148079  5151.27   92233.1   71.885    1487.1    10677.6   
1.89875   0.172427  0.731803  111152    102.086   1484.13   12229.3   
2.09207   0.160615  40891     111432    71.6666   1491.79   10967.1   
1.87821   0.148224  4241.74   65744.1   76.7286   1522.43   10138.4   
2.01927   0.154827  20176.3   97370.3   98.9608   1217.39   10799.9   
2.168     0.136841  369.055   84646.3   112.98    1453.28   9985.53   
1.9871    0.172001  177.866   73964.3   94.5029   1127.89   11052.3   
1.89762   0.173274  507.644   73745.8   64.1777   1513.96   10875     
1.99371   0.168866  2.08953   108660    98.8953   1481.84   12726.9   
2.18101   0.143195  0.672117  114212    97.7484   1565.59   11014.8   
1.85453   0.158524  1384.31   67890.8   103.555   1506.37   12437     
2.0212    0.156474  6165.63   98146.3   77.1576   1329.24   11294.4   
1.89068   0.140715  115.816   107233    70.4306   1350.33   10636.8   
2.24158   0.158316  1538.97   74384.1   81.8304   1616.85   10509.1   
2.17891   0.152707  221.555   70346.2   105.51    1518.06   10229.6   
1.91358   0.153709  3559.17   102124    70.1325   1340.07   10581.1   
2.01491   0.177203  65.469    94225.8   102.472   1484.57   11132.2   
1.99446   0.165499  2.05377   100923    84.852    1206.31   9867.01   
1.86715   0.142444  483.194   79808.7   109.251   1529.31   12448.1   
2.06016   0.162809  547.369   99571.5   64.8224   1135.37   9596.22   
1.78328   0.147925  1915.49   104882    79.1998   1176.34   11955.1   
1.99692   0.158863  10538.4   68558.8   69.4581   1451.39   11472.4   
2.07816   0.158847  22.0485   70528     112.308   1162.56   12135.2   
2.21424   0.160534  2305.28   114957    81.5703   1488.52   10095     
2.17608   0.168511  5.90096   91384.9   98.0903   1663.8    12380.3   
2.1787    0.143528  2627.28   83675.7   88.0111   1462.96   12769.1   
2.21026   0.15934   0.955368  110310    99.3465   1450.83   11144.4   
1.95038   0.135036  322.175   110303    74.7022   1218.42   11762.3   
2.19498   0.173947  29.3842   79733.5   95.8212   1573.85   12264.5   
2.09836   0.141532  13.3155   91324.9   85.1914   1206.55   11197.2   
2.11104   0.16878   34203.8   84193.4   99.5342   1131.82   12756.7   
1.8397    0.13523   3599.99   89618.1   73.5657   1338.4    12582     
2.10114   0.16873   57.6008   115008    98.3042   1388.7    9829.34   
1.97017   0.16155   16.5149   84567.2   103.215   1660.39   12272.8   
2.04834   0.154159  0.687694  104084    89.3821   1434.46   11018.4   
2.17718   0.146643  51.8618   68251     78.6533   1433.57   10459.4   
2.00027   0.156983  262.048   74639.2   90.3104   1281.42   10592.8   
1.99915   0.181589  10.653    79958.7   112.749   1614.14   12378.2   
1.97006   0.164222  18.6335   88329.6   106.424   1655.35   10693.6   
1.96405   0.164389  0.501892  65871.3   71.4854   1291.74   11376.6   
2.00003   0.149897  1455.79   74511.7   86.1356   1385.49   10713     
2.27731   0.138038  2.90629   96562.2   66.5287   1552.36   12854.8   
1.89607   0.161257  5224.94   107452    62.8584   1298.94   9648.19   
2.01903   0.149309  753.731   84192     87.4113   1587.97   12635.8   
1.98695   0.13796   87.9668   73991.5   99.582    1514.28   10351     
2.18481   0.167294  12800.6   103693    69.4882   1560.07   11041.6   
2.07465   0.138995  585.428   71061.2   107.71    1218.99   12615.4   
2.21605   0.164606  10044.2   88843.3   96.1074   1440.62   12599.5   
2.17537   0.152648  123.484   111725    75.335    1473.64   12233.5   
2.13786   0.138066  23751.7   77206     111.504   1324.76   11148.9   
2.20186   0.171998  27060.7   111590    83.6215   1668.68   11525.6   
2.29311   0.134089  13446.9   79310.3   68.5068   1211.08   12275.4   
2.17669   0.140768  34.8408   66878.2   90.1906   1172.15   12050     
1.99144   0.181525  632.023   69050.3   104.924   1280.9    12449.2   
1.98496   0.154467  11548.5   92181.1   109.5     1449.75   9997.62   
1.97893   0.177091  65.007    95724.1   71.2089   1676.55   10604.3   
1.85778   0.161361  0.955597  86535.5   81.2556   1186.58   9533.1    
1.95183   0.160017  88.2019   104217    91.946    1324.92   9804.76   
2.01773   0.166838  1536.23   92133.3   63.3633   1129.61   10994.2   
2.05454   0.169196  1.18204   87454.5   114.547   1461.96   11600.9   
2.0783    0.162791  19.0596   83275.4   88.6719   1449.12   11566     
2.14524   0.145362  2891.66   108717    112.994   1457.6    10902.3   
2.1362    0.160616  3202.08   79657.7   74.715    1460.14   12106.2   
1.85057   0.149903  2.57227   102518    81.1263   1379.12   9966.6    
2.16833   0.175067  8315.35   66132.5   90.4302   1306.19   12256.1   
2.07407   0.154928  1524.95   112682    65.1504   1247.95   12443.8   
1.92597   0.133647  17.1572   108384    95.664    1632.96   10276.1   
2.09158   0.150913  2.18797   88294.8   93.4176   1147.82   9633.26   
2.03016   0.165936  703.564   80389.5   81.4305   1367.55   10613.6   
2.40122   0.170826  53521.5   102414    95.8553   1175.58   10495.4   
1.91503   0.160181  1888.49   68343.7   77.419    1270.47   10505.2   
2.09527   0.153066  10.3937   111152    88.7329   1512.04   10090.4   
2.06023   0.158321  1.32267   113107    83.0942   1627.56   12302.1   
2.3513    0.161204  6572.47   71152.4   104.839   1157.65   9970.37   
2.02011   0.173822  2292.47   99566     101.986   1531.36   12085.6   
2.03192   0.14747   0.731279  107726    115.48    1492.18   11597.1   
1.99734   0.153633  245.735   64381.2   83.7366   1638.78   9929.91   
1.9163    0.1726    884.989   66816.8   62.4317   1605.32   10227.9   
1.83221   0.167753  2.55676   85171.3   78.559    1443.11   11537.9   
1.7843    0.155606  14.9781   86381.5   110.157   1623.53   12597.4   
1.88671   0.158097  11.1843   88434     72.4996   1642.69   10834.9   
1.92506   0.156037  9411.91   66539.8   62.5383   1146.93   12569.4   
2.0739    0.143856  422.053   91568.2   106.041   1308.6    10215.3   
1.91426   0.152696  1213.76   86877.3   64.0429   1484.81   12706.2   
2.14458   0.15209   602.054   83299.9   103.301   1125.22   12049.7   
1.95233   0.167709  0.945068  91499.5   85.2547   1342.25   10334.5   
2.06369   0.135679  6300.67   68990.5   88.3812   1216.94   12795.2   
2.08967   0.146911  215.622   100231    81.2735   1329.43   12217.1   
2.00481   0.166517  0.607508  84604     85.3243   1272.2    11138.2   
2.13644   0.142348  2927.16   96932.7   70.4405   1333.28   12240.6   
2.12681   0.154908  11059     87289.3   63.1899   1224.05   11122.6   
2.00736   0.157293  14192.4   63664     84.6059   1368.26   11059.4   
1.88813   0.173487  21.8824   63526.6   96.2964   1628.73   9689.59   
2.26554   0.161667  2619.69   100287    83.2335   1657.04   11518.3   
2.23986   0.174206  0.621732  93055.2   102.914   1582.21   9689.35   
2.20674   0.169053  24214.1   90410.2   67.7461   1181.01   12247     
1.84753   0.164288  556.597   79717.4   99.1977   1430.09   12643.6   
1.98629   0.151197  4.31612   65278.6   78.0727   1617.06   10964.8   
2.02286   0.167607  56310.1   103479    90.9373   1366.75   12763.5   
1.98163   0.169269  25273.5   87308.3   78.1001   1544.17   12803.9   
1.98595   0.169958  101.611   63848.1   69.5707   1137.29   10032.7   
1.98966   0.158408  22401     98382.8   85.6099   1184.24   12891.2   
2.02484   0.172065  3279.4    109609    90.211    1196.15   11589     
1.97786   0.169754  1302.11   102786    86.7766   1265.02   10423.8   
2.04789   0.168137  539.443   110242    94.6927   1208.32   11874.3   
1.94251   0.160322  53909.2   89145.9   81.3863   1545.55   11097.8   
1.88499   0.146235  7.71917   76730.8   91.4416   1277.45   12910.6   
2.24033   0.155061  0.853062  95889.1   86.6561   1623.06   11681.4   
1.91378   0.173389  0.856835  62952     65.1225   1498.78   10496.1   
2.0811    0.156274  434.934   68887.1   69.9502   1299.13   11537.3   
2.12063   0.174204  60.9511   104475    114.738   1445.09   10453.1   
1.97101   0.140711  571.96    71469.2   98.0095   1380.68   10486.5   
2.06091   0.180648  507.23    72217     106.733   1525.81   9705.34   
2.13804   0.167265  1680.39   78958.3   85.0875   1285.51   11940.7   
2.21509   0.168062  2856.27   70886.7   99.2029   1489.69   12718.7   
2.05055   0.176748  545.44    114794    64.958    1620.16   11645.2   
2.01965   0.14731   4.64748   76092.7   73.9321   1651.44   11855.6   
2.10689   0.132612  83.2302   94965.6   85.8972   1381.34   11456.9   
2.0525    0.17766   7889.93   85142.8   98.7659   1660.24   10633.9   
2.025     0.141451  1.92337   86424.3   106.466   1302.7    11474.7   
1.90087   0.1627    1865.02   114788    82.3547   1192.91   11757.2   
1.97724   0.147534  102.395   65009.4   64.1587   1269.56   11659.2   
1.82937   0.158029  5.72227   88964.3   106.979   1358.17   11660.4   
2.03335   0.144922  76.4327   97084.8   103.284   1568.42   10572.8   
2.06232   0.136473  12164.4   97983.4   91.4501   1604.96   9569.3    
2.16649   0.15709   31972.8   112063    94.5332   1413.49   10638     
2.00473   0.151296  3812.9    67860.4   93.906    1297.62   11801     
2.01555   0.151882  4.28385   70373.5   90.1867   1647.29   11457.8   
2.30619   0.13715   85.3507   78587     111.705   1470.82   11194.5   
1.93613   0.162344  0.511944  76543.5   79.9536   1595.66   12730.2   
1.99574   0.169874  5990.82   85405.1   113.985   1490.99   10066.4   
1.86924   0.164386  40043     64579.7   65.0208   1547.44   12426.9   
2.45092   0.156745  385.117   65985.6   100.511   1168.87   12354.4   
2.12321   0.155177  1800.68   76423.2   108.054   1429.46   12720.4   
2.12007   0.153035  17475.9   88198.8   108.996   1360.44   9884.54   
2.16844   0.138161  2360.21   105180    94.4034   1622.69   11915.7   
1.91695   0.161171  7114.99   99577.4   76.1052   1631.25   11639.8   
2.01035   0.15368   110.334   105538    109.673   1478.75   12876     
1.99555   0.154189  33.7817   114936    78.3888   1588.28   10025     
2.2132    0.151051  8.34257   79578.7   90.032    1530.17   11998.4   
2.00099   0.169988  762.597   88979.9   97.9285   1307.83   10967.2   
2.08078   0.153743  311.721   111610    104.818   1616.13   10426.4   
1.83669   0.163065  39.8873   94832.7   68.1002   1176.54   9522.37   
2.19148   0.158391  61.475    100412    90.4935   1540.77   12931.1   
1.86588   0.138613  7518.19   107068    74.77     1317.46   11440.7   
1.98346   0.178205  36440.5   96316     97.1751   1511.42   11206.2   
2.03583   0.164907  1183.5    63197.7   91.9115   1349.76   10482.4   
